30000000	30072382
30000000	30072302
30000000	30062101
30000000	30072049
30000000	30612170
30000000	30077261
30000000	30095556
30000000	30124296
30000000	30089385
30000000	30062228
30000000	30096495
30000000	30117185
30000000	30079949
30000000	30069238
30000000	30959076
30000000	30061144
30000000	30065321
30000000	30088735
30000000	30064279
30000000	30072670
30000000	30059785
30000000	30061876
30000000	30065096
30000000	30065801
30000000	30078172
30000000	30066027
30000000	30069704
30000000	30081094
30000000	30066637
30000000	30066909
30000000	30062534
30000000	30069356
30000000	30068874
30000000	30059166
30000000	30073524
30000000	30062584
30000000	30084153
30000000	30065973
30000000	30063989
30000000	30061400
30000000	30059654
30000000	30084345
30000000	30115520
30000000	30084888
30000000	30075003
30000000	30080799
30000000	30061369
30000000	30059777
30000000	30064560
30000000	30109705
30000000	30160943
30000000	30163448
30000000	30079703
30000000	30079302
30000000	30094944
30000000	30107842
30000000	30075340
30000000	30081526
30000000	30070789
30000000	30068392
30000000	30177154
30000000	30174768
30000000	30103361
30000000	30084883
30000000	30479315
30000000	30089914
30000000	30080744
30000000	30065611
30000000	30068965
30000000	30067063
30000000	30074706
30000000	30091932
30000000	30131997
30000000	30068392
30000000	30067618
30000000	30085552
30000000	30079563
30000000	30112659
30000000	30200871
30000000	30098409
30000000	30447875
30000000	30061467
30000000	30065651
30000000	30079313
30000000	30081444
30000000	30080799
30000000	30136141
30000000	30080676
30000000	30100818
30000000	30084668
30000000	30084884
30000000	30108721
30000000	30086656
30000000	30071615
30000000	30062275
30000000	30113901
30000000	30092412
30000000	30063666
30000000	30082073
30000000	30374154
30000000	30134818
30000000	30130671
30000000	30129231
30000000	30077405
30000000	30066652
30000000	30062137
30000000	30063452
30000000	30060707
30000000	30063049
30000000	30091169
30000000	30059378
30000000	30063113
30000000	30106107
30000000	30129779
30000000	30086548
30000000	30111228
30000000	30137616
30000000	30133202
30000000	30276616
30000000	30077654
30000000	30072058
30000000	30066952
30000000	30063124
30000000	30116833
30000000	30062135
30000000	30060453
30000000	30081748
30000000	30857433
30000000	30114256
30000000	30085376
30000000	30065639
30000000	30064963
30000000	30074566
30000000	30095563
30000000	30062057
30000000	30074446
30000000	30061952
30000000	30163753
30000000	30062556
30000000	30091674
30000000	30128001
30000000	30075450
30000000	30071578
30000000	30073963
30000000	30099620
30000000	30068308
30000000	30063401
30000000	30062398
30000000	30066232
30000000	30092592
30000000	30060476
30000000	30068389
30000000	30073027
30000000	30066623
30000000	30064592
30000000	30067070
30000000	30072601
30000000	30080958
30000000	30071723
30000000	30059974
30000000	30107475
30000000	30060749
30000000	30071050
30000000	30118862
30000000	30088968
30000000	30084069
30000000	30068319
30000000	30065728
30000000	30070391
30000000	30058747
30000000	30067043
30000000	30186897
30000000	30080530
30000000	30070197
30000000	30066220
30000000	30124766
30000000	30077100
30000000	30089478
30000000	30068278
30000000	30064782
30000000	30071954
30000000	30085806
30000000	31435071
30000000	30077564
30000000	30078941
30000000	30078996
30000000	30098905
30000000	30064469
30000000	30114421
30000000	30074138
30000000	30087884
30000000	30069576
30000000	30541907
30000000	30069982
30000000	30079134
30000000	30070450
30000000	30087176
30000000	30111224
30000000	30093981
30000000	30080808
